hgnc_id,symbol,name,locus_group,locus_type,status,location,alias_symbol,prev_symbol,gene_group,entrez_id,ensembl_gene_id,refseq_accession
HGNC:39586,CHCHD2P2,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 2,pseudogene,pseudogene,Approved,5q13.2,,,,728324.0,ENSG00000215006,NG_028950
HGNC:39587,CHCHD2P3,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 3,pseudogene,pseudogene,Approved,19q13.11,,,,100128110.0,ENSG00000270849,NG_028973
HGNC:39588,CHCHD2P4,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 4,pseudogene,pseudogene,Approved,6q23.2,,,,100874507.0,ENSG00000213118,NG_032324
HGNC:39589,CHCHD2P5,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 5,pseudogene,pseudogene,Approved,1p22.1,,,,100874508.0,ENSG00000223490,NG_032325
HGNC:39590,CHCHD2P6,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 6,pseudogene,pseudogene,Approved,1p36.21,,,,645317.0,ENSG00000235084,NG_028927
HGNC:39591,CHCHD2P7,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 7,pseudogene,pseudogene,Approved,4q22.1,,,,100874509.0,ENSG00000249973,NG_032326
HGNC:39592,CHCHD2P8,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 8,pseudogene,pseudogene,Approved,13q12.2,,,,646630.0,ENSG00000235115,NG_006975
HGNC:23676,CHCHD2P9,coiled-coil-helix-coiled-coil-helix domain containing 2 pseudogene 9,pseudogene,pseudogene,Approved,9q21.31,,C9orf49|CHCHD9,,645345.0,ENSG00000186940,NG_009939
HGNC:21906,CHCHD3,coiled-coil-helix-coiled-coil-helix domain containing 3,protein-coding gene,gene with protein product,Approved,7q32.3-q33,FLJ20420|MINOS3|PPP1R22|Mic19|MICOS19,,Coiled-coil-helix-coiled-coil-helix domain containing proteins|Protein phosphatase 1 regulatory subunits|Mitochondrial contact site and cristae organizing system subunits|MicroRNA protein coding host genes,54927.0,ENSG00000106554,NM_017812
HGNC:44697,CHCHD3P1,coiled-coil-helix-coiled-coil-helix domain containing 3 pseudogene 1,pseudogene,pseudogene,Approved,10p14,,,,338591.0,ENSG00000236420,NG_022161
HGNC:44698,CHCHD3P2,coiled-coil-helix-coiled-coil-helix domain containing 3 pseudogene 2,pseudogene,pseudogene,Approved,12q21.1,,,,100422354.0,ENSG00000257723,NG_024109
HGNC:44699,CHCHD3P3,coiled-coil-helix-coiled-coil-helix domain containing 3 pseudogene 3,pseudogene,pseudogene,Approved,1p36.11,,,,646572.0,ENSG00000214973,NG_030193
HGNC:26467,CHCHD4,coiled-coil-helix-coiled-coil-helix domain containing 4,protein-coding gene,gene with protein product,Approved,3p25.1,FLJ31709|TIMM40|MIA40,,Coiled-coil-helix-coiled-coil-helix domain containing proteins,131474.0,ENSG00000163528,NM_144636
HGNC:44489,CHCHD4P1,coiled-coil-helix-coiled-coil-helix domain containing 4 pseudogene 1,pseudogene,pseudogene,Approved,7q21.2,,,,645862.0,,NG_009441
HGNC:44490,CHCHD4P2,coiled-coil-helix-coiled-coil-helix domain containing 4 pseudogene 2,pseudogene,pseudogene,Approved,9q31.2,,,,100128657.0,ENSG00000237360,NG_030088
HGNC:44491,CHCHD4P3,coiled-coil-helix-coiled-coil-helix domain containing 4 pseudogene 3,pseudogene,pseudogene,Approved,9p13.2,,,,106480792.0,ENSG00000236156,NG_008135
HGNC:44492,CHCHD4P4,coiled-coil-helix-coiled-coil-helix domain containing 4 pseudogene 4,pseudogene,pseudogene,Approved,3p25.3,,,,728143.0,ENSG00000213964,NG_030101
HGNC:44493,CHCHD4P5,coiled-coil-helix-coiled-coil-helix domain containing 4 pseudogene 5,pseudogene,pseudogene,Approved,1q44,,,,106479039.0,ENSG00000225222,NG_044415
HGNC:17840,CHCHD5,coiled-coil-helix-coiled-coil-helix domain containing 5,protein-coding gene,gene with protein product,Approved,2q14.1,MGC11104|MIC14|MIX14,C2orf9,Coiled-coil-helix-coiled-coil-helix domain containing proteins,84269.0,ENSG00000125611,NM_032309
HGNC:28184,CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6,protein-coding gene,gene with protein product,Approved,3q21.3,MGC13016|PPP1R23|CHCM1|Mic25|MICOS25,,Coiled-coil-helix-coiled-coil-helix domain containing proteins|Protein phosphatase 1 regulatory subunits|Mitochondrial contact site and cristae organizing system subunits,84303.0,ENSG00000159685,NM_032343
HGNC:28314,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7,protein-coding gene,gene with protein product,Approved,8q12.1,MGC2217|COX23,,Coiled-coil-helix-coiled-coil-helix domain containing proteins|Mitochondrial respiratory chain complex assembly factors,79145.0,ENSG00000170791,NM_024300
HGNC:26990,CHCT1,CHD1 helical C-terminal domain containing 1,protein-coding gene,gene with protein product,Approved,17q23.2,,C17orf64,,124773.0,ENSG00000141371,NM_181707
HGNC:1915,CHD1,chromodomain helicase DNA binding protein 1,protein-coding gene,gene with protein product,Approved,5q15-q21.1,,,SNF2 related family,1105.0,ENSG00000153922,NM_001270
HGNC:52907,CHD1-DT,CHD1 divergent transcript,non-coding RNA,"RNA, long non-coding",Approved,5q21.1,,LINC02062,Divergent transcripts,102724810.0,ENSG00000248489,NR_151718
HGNC:1916,CHD1L,chromodomain helicase DNA binding protein 1 like,protein-coding gene,gene with protein product,Approved,1q21.1,ALC1,,SNF2 related family|Macro domain containing,9557.0,ENSG00000131778,NM_004284
HGNC:1917,CHD2,chromodomain helicase DNA binding protein 2,protein-coding gene,gene with protein product,Approved,15q26.1,FLJ38614|DKFZp547I1315|DKFZp781D1727|DKFZp686E01200,,Helicases|SNF2 related family|MicroRNA protein coding host genes,1106.0,ENSG00000173575,NM_001271
HGNC:1918,CHD3,chromodomain helicase DNA binding protein 3,protein-coding gene,gene with protein product,Approved,17p13.1,Mi-2a|ZFH|Mi2-ALPHA,,PHD finger proteins|SNF2 related family|NuRD complex subunits|Small nucleolar RNA protein coding host genes,1107.0,ENSG00000170004,NM_001005273
HGNC:1919,CHD4,chromodomain helicase DNA binding protein 4,protein-coding gene,gene with protein product,Approved,12p13.31,Mi-2b|Mi2-BETA,,PHD finger proteins|SNF2 related family|NuRD complex subunits|Small nucleolar RNA protein coding host genes,1108.0,ENSG00000111642,NM_001273
HGNC:58242,CHD4-AS1,CHD4 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,12p13.31,,,Antisense RNAs,,ENSG00000247853,
HGNC:16816,CHD5,chromodomain helicase DNA binding protein 5,protein-coding gene,gene with protein product,Approved,1p36.31,,,PHD finger proteins|SNF2 related family|NuRD complex subunits,26038.0,ENSG00000116254,NM_015557
HGNC:19057,CHD6,chromodomain helicase DNA binding protein 6,protein-coding gene,gene with protein product,Approved,20q12,KIAA1335|FLJ22369|dJ620E11.1|CHD5|RIGB,,Myb/SANT domain containing|SNF2 related family,84181.0,ENSG00000124177,NM_032221
HGNC:20626,CHD7,chromodomain helicase DNA binding protein 7,protein-coding gene,gene with protein product,Approved,8q12.2,KIAA1416|FLJ20357|FLJ20361,CRG,Myb/SANT domain containing|Helicases|SNF2 related family,55636.0,ENSG00000171316,NM_017780
HGNC:20153,CHD8,chromodomain helicase DNA binding protein 8,protein-coding gene,gene with protein product,Approved,14q11.2,KIAA1564|DUPLIN,HELSNF1,SNF2 related family|Small nucleolar RNA protein coding host genes,57680.0,ENSG00000100888,NM_020920
HGNC:25701,CHD9,chromodomain helicase DNA binding protein 9,protein-coding gene,gene with protein product,Approved,16q12.2,FLJ12178|KIAA0308|BC022889,,SNF2 related family,80205.0,ENSG00000177200,NM_025134
HGNC:53436,CHD9NB,CHD9 neighbor,protein-coding gene,gene with protein product,Approved,16q12.2,PR-lncRNA-1,,,105371267.0,ENSG00000277639,NM_001396020
HGNC:24288,CHDH,choline dehydrogenase,protein-coding gene,gene with protein product,Approved,3p21.1,,,Flavoproteins,55349.0,ENSG00000016391,NM_018397
HGNC:1925,CHEK1,checkpoint kinase 1,protein-coding gene,gene with protein product,Approved,11q24.2,CHK1,,Checkpoint kinase 1 family,1111.0,ENSG00000149554,NM_001274
HGNC:16627,CHEK2,checkpoint kinase 2,protein-coding gene,gene with protein product,Approved,22q12.1,CDS1|CHK2|HuCds1|PP1425|bA444G7,RAD53,Checkpoint kinase 2 family,11200.0,ENSG00000183765,NM_001005735
HGNC:37999,CHEK2P1,CHEK2 pseudogene 1,pseudogene,pseudogene,Approved,Yq11.21,,CHEK2L1,,100133012.0,ENSG00000275828,NG_029074
HGNC:43578,CHEK2P2,CHEK2 pseudogene 2,pseudogene,pseudogene,Approved,15q11.1,,,,646096.0,ENSG00000259156,NR_038836
HGNC:43579,CHEK2P3,CHEK2 pseudogene 3,pseudogene,pseudogene,Approved,2p11.1,,,,100873791.0,ENSG00000234898,NG_032562
HGNC:43580,CHEK2P4,CHEK2 pseudogene 4,pseudogene,pseudogene,Approved,22q11.1,,,,106479021.0,ENSG00000235969,NG_044261
HGNC:43581,CHEK2P5,CHEK2 pseudogene 5,pseudogene,pseudogene,Approved,10p11.1,,,,106479022.0,ENSG00000234541,NG_044270
HGNC:55703,CHEK2P6,CHEK2 pseudogene 6,pseudogene,pseudogene,Approved,16p11.2,,,,101929031.0,ENSG00000261405,
HGNC:55704,CHEK2P7,CHEK2 pseudogene 7,pseudogene,pseudogene,Approved,16p11.2,,,,121847986.0,ENSG00000260516,NG_084027
HGNC:16930,CHERP,calcium homeostasis endoplasmic reticulum protein,protein-coding gene,gene with protein product,Approved,19p13.11,ERPROT213-21|DAN16,,G-patch domain containing|Spliceosomal A complex|CTD interacting domain containing,10523.0,ENSG00000085872,NM_006387
HGNC:20455,CHFR,checkpoint with forkhead and ring finger domains,protein-coding gene,gene with protein product,Approved,12q24.33,FLJ10796|RNF196,,Ring finger proteins,55743.0,ENSG00000072609,NM_001161344
HGNC:55658,CHFR-DT,CHFR divergent transcript,non-coding RNA,"RNA, long non-coding",Approved,12q24.33,,,Divergent transcripts,101928530.0,ENSG00000236617,NR_110919
HGNC:1929,CHGA,chromogranin A,protein-coding gene,gene with protein product,Approved,14q32.12,PHE5|PHES,,Granins|Neuropeptides,1113.0,ENSG00000100604,NM_001275
HGNC:1930,CHGB,chromogranin B,protein-coding gene,gene with protein product,Approved,20p12.3,SgI,SCG1,Granins,1114.0,ENSG00000089199,NM_001819
HGNC:1932,CHI3L1,chitinase 3 like 1,protein-coding gene,gene with protein product,Approved,1q32.1,GP39|YKL40|YK-40,,Chitinases,1116.0,ENSG00000133048,NM_001276
HGNC:1933,CHI3L2,chitinase 3 like 2,protein-coding gene,gene with protein product,Approved,1p13.2,YKL-39|YKL39,,Chitinases,1117.0,ENSG00000064886,NM_004000
HGNC:17432,CHIA,chitinase acidic,protein-coding gene,gene with protein product,Approved,1p13.2,AMCase|TSA1902|CHIT2,,Chitinases,27159.0,ENSG00000134216,NM_001040623
HGNC:44462,CHIAP1,"chitinase, acidic pseudogene 1",pseudogene,pseudogene,Approved,1p13.2,,,,100420342.0,ENSG00000236040,NG_027127
HGNC:44463,CHIAP2,"chitinase, acidic pseudogene 2",pseudogene,pseudogene,Approved,1p13.2,,,,149620.0,ENSG00000203878,NR_003928
HGNC:44464,CHIAP3,"chitinase, acidic pseudogene 3",pseudogene,pseudogene,Approved,1p13.2,,,,100996315.0,ENSG00000234020,
HGNC:1934,CHIC1,cysteine rich hydrophobic domain 1,protein-coding gene,gene with protein product,Approved,Xq13.2,BRX,,Armadillo like helical domain containing|Cysteine rich hydrophobic domain family,53344.0,ENSG00000204116,NM_001039840
HGNC:1935,CHIC2,cysteine rich hydrophobic domain 2,protein-coding gene,gene with protein product,Approved,4q12,BTL,,Cysteine rich hydrophobic domain family,26511.0,ENSG00000109220,NM_012110
HGNC:58788,CHIC2-DT,CHIC2 divergent transcript,non-coding RNA,"RNA, long non-coding",Approved,4q12,,,Divergent transcripts,,ENSG00000287534,
HGNC:28474,CHID1,chitinase domain containing 1,protein-coding gene,gene with protein product,Approved,11p15.5,MGC3234|FLJ42707|SI-CLP,,Chitinases,66005.0,ENSG00000177830,NM_023947
HGNC:55933,CHILL1,cancer hallmarks in lung lncRNA 1,non-coding RNA,"RNA, long non-coding",Approved,8p21.3,,,Long non-coding RNAs with non-systematic symbols,,ENSG00000253616,
HGNC:1936,CHIT1,chitinase 1,protein-coding gene,gene with protein product,Approved,1q32.1,CHIT|CHI3,,Chitinases,1118.0,ENSG00000133063,NM_003465
HGNC:1937,CHKA,choline kinase alpha,protein-coding gene,gene with protein product,Approved,11q13.2,CKI,CHK,Choline kinase family,1119.0,ENSG00000110721,NM_001277
HGNC:55504,CHKA-DT,CHKA divergent transcript,non-coding RNA,"RNA, long non-coding",Approved,11q13.2,,,Divergent transcripts,105369362.0,ENSG00000255236,NR_183630
HGNC:1938,CHKB,choline kinase beta,protein-coding gene,gene with protein product,Approved,22q13.33,CHETK,CHKL,Choline kinase family,1120.0,ENSG00000100288,NM_005198
HGNC:41998,CHKB-CPT1B,CHKB-CPT1B readthrough (NMD candidate),other,readthrough,Approved,22q13.33,,,,386593.0,ENSG00000254413,NR_027928.2
HGNC:40146,CHKB-DT,CHKB divergent transcript,non-coding RNA,"RNA, long non-coding",Approved,22q13.33,TCONS_00029632|HRAT,CHKB-AS1,Divergent transcripts,100144603.0,ENSG00000205559,NR_110536
HGNC:1939,CHL1,cell adhesion molecule L1 like,protein-coding gene,gene with protein product,Approved,3p26.3,CALL|L1CAM2|FLJ44930|MGC132578,,Fibronectin type III domain containing|I-set domain containing|Ig-like cell adhesion molecule family,10752.0,ENSG00000134121,NM_006614
HGNC:40148,CHL1-AS1,CHL1 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,3p26.3,,,Antisense RNAs,101927193.0,ENSG00000234661,NR_110739
HGNC:40147,CHL1-AS2,CHL1 antisense RNA 2,non-coding RNA,"RNA, long non-coding",Approved,3p26.3,,,Antisense RNAs,101927174.0,ENSG00000224318,NR_144486
HGNC:22421,CHLSN,cholesin,protein-coding gene,gene with protein product,Approved,7p22.3,MGC11257|YCR016W,C7orf50,MicroRNA protein coding host genes,84310.0,ENSG00000146540,NM_032350
HGNC:58147,CHLSN-AS1,CHLSN antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,7p22.3,AC091729.7,,Antisense RNAs,105375120.0,ENSG00000224079,NR_187852
HGNC:1940,CHM,CHM Rab escort protein,protein-coding gene,gene with protein product,Approved,Xq21.2,REP-1,TCD|DXS540,MicroRNA protein coding host genes|Rab geranylgeranyltransferase subunits,1121.0,ENSG00000188419,NM_000390
HGNC:1941,CHML,CHM like Rab escort protein,protein-coding gene,gene with protein product,Approved,1q43,REP-2,,Rab geranylgeranyltransferase subunits,1122.0,ENSG00000203668,NM_001821
HGNC:8740,CHMP1A,charged multivesicular body protein 1A,protein-coding gene,gene with protein product,Approved,16q24.3,KIAA0047|CHMP1|Vps46A,PRSM1|PCOLN3,Charged multivesicular body proteins|ESCRT-III associated factors,5119.0,ENSG00000131165,NM_002768
HGNC:39514,CHMP1AP1,charged multivesicular body protein 1A pseudogene 1,pseudogene,pseudogene,Approved,1p35.3,,,,646597.0,ENSG00000226662,NG_007362
HGNC:24287,CHMP1B,charged multivesicular body protein 1B,protein-coding gene,gene with protein product,Approved,18p11.21,CHMP1.5|C18orf2|Vps46B,,Charged multivesicular body proteins|ESCRT-III associated factors,57132.0,ENSG00000255112,NM_020412
HGNC:52778,CHMP1B-AS1,CHMP1B antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,18p11.21,,,Antisense RNAs,109729129.0,ENSG00000267165,
HGNC:49380,CHMP1B2P,"charged multivesicular body protein 1B2, pseudogene",pseudogene,pseudogene,Approved,Xq21.1,,,Unitary pseudogenes,101060146.0,ENSG00000278530,NR_110646
HGNC:30216,CHMP2A,charged multivesicular body protein 2A,protein-coding gene,gene with protein product,Approved,19q13.43,BC-2|CHMP2|VPS2|VPS2A,,Charged multivesicular body proteins|ESCRT-III,27243.0,ENSG00000130724,NM_014453
HGNC:24537,CHMP2B,charged multivesicular body protein 2B,protein-coding gene,gene with protein product,Approved,3p11.2,DKFZP564O123|CHMP2.5|VPS2B,,Charged multivesicular body proteins|ESCRT-III,25978.0,ENSG00000083937,NM_014043
HGNC:29865,CHMP3,charged multivesicular body protein 3,protein-coding gene,gene with protein product,Approved,2p11.2,NEDF|CGI-149,VPS24,Charged multivesicular body proteins|ESCRT-III,51652.0,ENSG00000115561,NM_016079
HGNC:55795,CHMP3-AS1,CHMP3 and RNF103 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,2p11.2,,,Antisense RNAs,105374845.0,ENSG00000228363,NR_183900
HGNC:20274,CHMP4A,charged multivesicular body protein 4A,protein-coding gene,gene with protein product,Approved,14q12,HSPC134|VPS32A|hSnf7-1|Snf7-1,C14orf123,Charged multivesicular body proteins|ESCRT-III,29082.0,ENSG00000254505,NM_014169
HGNC:54739,CHMP4AP1,CHMP4A pseudogene 1,pseudogene,pseudogene,Approved,2p12,,,,100130209.0,ENSG00000231722,NG_021509
HGNC:16171,CHMP4B,charged multivesicular body protein 4B,protein-coding gene,gene with protein product,Approved,20q11.22,dJ553F4.4|Shax1|SNF7-2|VPS32B,C20orf178,Charged multivesicular body proteins|ESCRT-III,128866.0,ENSG00000101421,NM_176812
HGNC:43616,CHMP4BP1,charged multivesicular body protein 4B pseudogene 1,pseudogene,pseudogene,Approved,14q22.3,,,,100307126.0,ENSG00000258469,NG_013059
HGNC:30599,CHMP4C,charged multivesicular body protein 4C,protein-coding gene,gene with protein product,Approved,8q21.13,MGC22825|Shax3|VPS32C,,Charged multivesicular body proteins|ESCRT-III,92421.0,ENSG00000164695,NM_152284
HGNC:26942,CHMP5,charged multivesicular body protein 5,protein-coding gene,gene with protein product,Approved,9p13.3,Spike|Vps60|CGI-34|HSPC177,C9orf83|SNF7DC2,Charged multivesicular body proteins|ESCRT-III associated factors,51510.0,ENSG00000086065,NM_016410
HGNC:54950,CHMP5P1,CHMP5 pseudogene 1,pseudogene,pseudogene,Approved,Xp11.3,,,,100420317.0,ENSG00000215284,NG_026686
HGNC:25675,CHMP6,charged multivesicular body protein 6,protein-coding gene,gene with protein product,Approved,17q25.3,FLJ11749|VPS20,,Charged multivesicular body proteins|ESCRT-III,79643.0,ENSG00000176108,NM_024591
HGNC:28439,CHMP7,charged multivesicular body protein 7,protein-coding gene,gene with protein product,Approved,8p21.3,MGC29816,,Charged multivesicular body proteins|ESCRT-III associated factors,91782.0,ENSG00000147457,NM_152272
HGNC:1943,CHN1,chimerin 1,protein-coding gene,gene with protein product,Approved,2q31.1,RhoGAP2|ARHGAP2|n-chimerin,CHN|DURS2,Rho GTPase activating proteins|SH2 domain containing,1123.0,ENSG00000128656,NM_001822
HGNC:1944,CHN2,chimerin 2,protein-coding gene,gene with protein product,Approved,7p14.3,ARHGAP3|RhoGAP3,,Rho GTPase activating proteins|SH2 domain containing,1124.0,ENSG00000106069,NM_004067
HGNC:40149,CHN2-AS1,CHN2 antisense RNA 1,non-coding RNA,"RNA, long non-coding",Approved,7p14.3,,,Antisense RNAs,102724484.0,ENSG00000235669,NR_120522
HGNC:17807,CHODL,chondrolectin,protein-coding gene,gene with protein product,Approved,21q21.1,FLJ12627|PRED12|MT75,C21orf68,C-type lectin domain containing,140578.0,ENSG00000154645,NM_024944
HGNC:58357,CHODL-AS2,CHODL antisense RNA 2,non-coding RNA,"RNA, long non-coding",Approved,21q21.1,,,Antisense RNAs,,ENSG00000227330,
HGNC:14525,CHORDC1,cysteine and histidine rich domain containing 1,protein-coding gene,gene with protein product,Approved,11q14.3,CHP1|CHP-1,,,26973.0,ENSG00000110172,NM_012124
HGNC:54687,CHORDC1P1,CHORDC1 pseudogene 1,pseudogene,pseudogene,Approved,2p21,,,,100128048.0,ENSG00000232202,NG_009413
HGNC:54689,CHORDC1P3,CHORDC1 pseudogene 3,pseudogene,pseudogene,Approved,4q32.3,,,,100133261.0,ENSG00000248162,NG_009412
HGNC:54688,CHORDC1P4,CHORDC1 pseudogene 4,pseudogene,pseudogene,Approved,18p11.31,,,,727896.0,ENSG00000263606,NR_026659
